Brand,Name,ModelNo,Price,Box,Paper,Year,Product_code,WatchFinder warranty,Case Size,Case Material,Movement,Bracelet Material,Dial Type,Water Resistance,Location
Rolex,Daytona,16520,Vintage,Yes,No,Approx.  1996,239910,24 months,40 MM,Steel,Automatic,"Steel (OysterLock)",White Baton,100 metres,Call to view
